logA,logB,ccheu,ccind,ccdcr,ccfreq,ccdur,cctime
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.771).xes,0.701235713,0.809086478,0,0.712444516,0.749232613,0.468852172
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.800).xes,0.697930261,0.794276797,0,0.711487877,0.737498494,0.466925731
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.829).xes,0.685859461,0.792925244,0,0.707504972,0.733300691,0.453363359
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.857).xes,0.68770772,0.797540251,0,0.709992806,0.741241965,0.466469027
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.886).xes,0.675497021,0.792682415,0,0.704292336,0.739462337,0.457916751
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.914).xes,0.682594605,0.790726979,0,0.707307457,0.738692038,0.457287722
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.943).xes,0.708024761,0.788757866,0,0.70842792,0.735902702,0.430157965
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.971).xes,0.664838967,0.78315828,0,0.709789202,0.756478921,0.450413183
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D1.000).xes,0.66198024,0.780307847,0,0.7051476,0.735776129,0.443404679
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.000).xes,0.942651147,1,1,0.854168818,0.777360257,0.589169354
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.029).xes,0.930952674,0.987695531,0,0.839577788,0.749184535,0.565372809
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.057).xes,0.917892544,0.977250228,0,0.824578978,0.743453387,0.526560807
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.086).xes,0.90186419,0.96160576,0,0.807844088,0.72999771,0.519672429
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.114).xes,0.885037395,0.94896731,0,0.793881499,0.742214694,0.516946407
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.143).xes,0.871455454,0.938375118,0,0.775863704,0.728830714,0.508759701
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.171).xes,0.869127506,0.936280338,0,0.773661428,0.723083828,0.493844629
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.200).xes,0.857841192,0.925905589,0,0.767810313,0.732234976,0.501718727
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.229).xes,0.858534739,0.925007385,0,0.769132375,0.74021166,0.538722039
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.257).xes,0.839887274,0.907775482,0,0.760053835,0.730153412,0.512293511
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.286).xes,0.838650348,0.908564007,0,0.753863116,0.721263668,0.499968219
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.314).xes,0.822634003,0.89363118,0,0.751233077,0.74250965,0.506255034
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.343).xes,0.811932461,0.886238825,0,0.741299932,0.738008709,0.508523524
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.371).xes,0.801807576,0.880660304,0,0.736896147,0.734047963,0.472440971
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.400).xes,0.798945564,0.87641737,0,0.734613294,0.744931172,0.476843022
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.429).xes,0.783888071,0.86286958,0,0.73316484,0.737420831,0.496030528
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.457).xes,0.77089573,0.853588947,0,0.726459231,0.747721775,0.474588669
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.486).xes,0.761979382,0.844548427,0,0.719167493,0.74470317,0.494747002
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.514).xes,0.761981975,0.846411349,0,0.724162984,0.742238123,0.443583778
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.543).xes,0.752190365,0.836578847,0,0.721787439,0.742546697,0.486977246
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.571).xes,0.751210619,0.840915306,0,0.722716905,0.74421487,0.466562109
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.600).xes,0.737021118,0.826623796,0,0.716007564,0.720773025,0.497820599
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.629).xes,0.737143078,0.828565516,0,0.717467439,0.7417779,0.476407539
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.657).xes,0.726549867,0.819633706,0,0.7133249,0.734688632,0.465160412
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.686).xes,0.727517937,0.823533309,0,0.711793486,0.731888746,0.492767881
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.714).xes,0.715978992,0.811981595,0,0.710267368,0.725900282,0.495920159
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.743).xes,0.742087194,0.810654805,0,0.71204948,0.736784125,0.44931909
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.771).xes,0.701235713,0.809086478,0,0.712444516,0.749232613,0.468852172
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.800).xes,0.693325427,0.794276797,0,0.711487877,0.737498494,0.466925731
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.829).xes,0.690518375,0.792925244,0,0.707504972,0.733300691,0.453363359
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.857).xes,0.69230304,0.797540251,0,0.709992806,0.741241965,0.466469027
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.886).xes,0.675497021,0.792682415,0,0.704292336,0.739462337,0.457916751
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.914).xes,0.682594605,0.790726979,0,0.707307457,0.738692038,0.457287722
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.943).xes,0.676651043,0.788757866,0,0.70842792,0.735902702,0.430157965
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D0.971).xes,0.664838967,0.78315828,0,0.709789202,0.756478921,0.450413183
wandering_presence2_(C104-asymptomatic).xes,wandering_presence2_(C104-D1.000).xes,0.66198024,0.780307847,0,0.7051476,0.735776129,0.443404679
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.000).xes,0.965768184,1,1,0.855784256,0.775036522,0.609207705
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.029).xes,0.93312516,0.968757086,0,0.816876834,0.722869438,0.435204016
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.057).xes,0.899568535,0.936289601,0,0.786574644,0.683928431,0.381856392
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.086).xes,0.875891244,0.920883715,0,0.765758725,0.652128818,0.308983268
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.114).xes,0.858605721,0.89492522,0,0.744175192,0.631056846,0.286095211
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.143).xes,0.834797374,0.878710607,0,0.717056093,0.63249261,0.255619375
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.171).xes,0.819664663,0.851884823,0,0.700924665,0.590103396,0.244344448
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.200).xes,0.808019423,0.851493844,0,0.68111536,0.572886216,0.230394418
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.229).xes,0.785015675,0.823043964,0,0.66169209,0.556551498,0.246838491
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.257).xes,0.765927944,0.807582514,0,0.640235481,0.564721559,0.227725434
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.286).xes,0.74224977,0.788776354,0,0.623010264,0.516591716,0.206598021
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.314).xes,0.742850147,0.788243521,0,0.625089309,0.519423772,0.215252102
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.343).xes,0.732706003,0.769593778,0,0.589895374,0.512271938,0.214238342
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.371).xes,0.708782062,0.755107856,0,0.580327671,0.486647069,0.201086604
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.400).xes,0.703913134,0.744975524,0,0.570922796,0.478362617,0.204418096
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.429).xes,0.684241553,0.715760262,0,0.554450734,0.4546748,0.19311631
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.457).xes,0.677686792,0.722370874,0,0.54180964,0.454131084,0.196956749
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.486).xes,0.67376417,0.726385742,0,0.541630214,0.455801043,0.202255862
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.514).xes,0.651249421,0.699364332,0,0.527617479,0.42498889,0.179636337
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.543).xes,0.644900842,0.68966633,0,0.511416898,0.421218273,0.190590376
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.571).xes,0.639086512,0.688945888,0,0.506523483,0.399478,0.184571557
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.600).xes,0.625737802,0.6769963,0,0.481916353,0.406511322,0.195111811
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.629).xes,0.627340948,0.678390133,0,0.47867709,0.394485272,0.181618624
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.657).xes,0.62103509,0.668256469,0,0.475253978,0.378510693,0.183171317
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.686).xes,0.610742448,0.666706116,0,0.467402165,0.376060926,0.19498912
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.714).xes,0.610027413,0.665780385,0,0.472205737,0.375759508,0.18824548
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.743).xes,0.600760276,0.663623582,0,0.446091731,0.354479482,0.166284343
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.771).xes,0.59634253,0.664827831,0,0.433676774,0.347466553,0.183802884
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.800).xes,0.601826031,0.657003654,0,0.435263629,0.319883507,0.176314765
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.829).xes,0.582984922,0.646629887,0,0.424592589,0.33407004,0.178146561
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.857).xes,0.579888017,0.646781944,0,0.410095876,0.302454971,0.170094687
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.886).xes,0.563117416,0.631625721,0,0.413140381,0.328674253,0.162882722
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.914).xes,0.567635812,0.645857909,0,0.412966421,0.308471443,0.169057149
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.943).xes,0.54265629,0.61265914,0,0.3957913,0.295804274,0.167698193
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D0.971).xes,0.536979399,0.605999761,0,0.387705798,0.313516461,0.170745759
dementia_presence_(C104-asymptomatic).xes,dementia_presence_(C104-D1.000).xes,0.541108415,0.619216151,0,0.384955324,0.274989376,0.17449345
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.000).xes,0.948133683,1,1,0.856053148,0.773050701,0.580538119
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.029).xes,0.927324735,0.975853758,0,0.828454647,0.755805376,0.505292549
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.057).xes,0.891405004,0.94117685,0,0.787111093,0.745214679,0.503987799
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.086).xes,0.858668354,0.906767307,0,0.766893316,0.731435909,0.466069462
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.114).xes,0.84541813,0.893866843,0,0.745326902,0.724952126,0.429832689
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.143).xes,0.82813732,0.880911607,0,0.722246991,0.734183872,0.436785459
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.171).xes,0.798180006,0.855840362,0,0.69277286,0.724395742,0.408700699
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.200).xes,0.774151816,0.840551917,0,0.678892005,0.732126308,0.442996167
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.229).xes,0.762399631,0.82187164,0,0.649332115,0.729682726,0.346121012
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.257).xes,0.743052249,0.800657574,0,0.637179512,0.707499659,0.361410585
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.286).xes,0.74847098,0.7994036,0,0.63527995,0.717340169,0.370821221
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.314).xes,0.735901442,0.798904828,0,0.624683718,0.721189128,0.37052964
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.343).xes,0.709661101,0.76850576,0,0.606997785,0.711425235,0.350581112
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.371).xes,0.694089767,0.761905126,0,0.586406994,0.726105296,0.365027218
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.400).xes,0.67555554,0.736321033,0,0.568519986,0.738346665,0.395291813
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.429).xes,0.673628275,0.738682159,0,0.564210413,0.709047913,0.332783048
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.457).xes,0.660031724,0.730067242,0,0.540194533,0.727032763,0.339727576
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.486).xes,0.665186251,0.73590546,0,0.537561293,0.719280967,0.340630666
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.514).xes,0.62376301,0.699522587,0,0.515678283,0.737156741,0.306537351
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.543).xes,0.639030939,0.705982204,0,0.528278561,0.700791953,0.302241691
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.571).xes,0.608424468,0.690060228,0,0.495977187,0.742624472,0.334155986
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.600).xes,0.606840759,0.677367938,0,0.486648344,0.737740383,0.296160467
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.629).xes,0.576770529,0.66624531,0,0.466292343,0.711635075,0.27324505
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.657).xes,0.607969135,0.690129546,0,0.479075474,0.738219357,0.288495555
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.686).xes,0.566423705,0.660821238,0,0.46039974,0.737269427,0.277631865
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.714).xes,0.569546162,0.65635158,0,0.456006912,0.732141024,0.285131804
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.743).xes,0.554907773,0.647005277,0,0.443613241,0.718678074,0.279387809
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.771).xes,0.553757453,0.648648519,0,0.438215994,0.741688903,0.276295038
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.800).xes,0.551121222,0.647160259,0,0.440304868,0.735407909,0.282010029
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.829).xes,0.546217655,0.649021411,0,0.436516841,0.7327856,0.277798686
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.857).xes,0.543361285,0.643651107,0,0.424666268,0.734942747,0.265643998
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.886).xes,0.53437004,0.629781001,0,0.402885994,0.729400586,0.251754631
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.914).xes,0.543669928,0.626566982,0,0.424050402,0.745063623,0.25047366
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.943).xes,0.524471583,0.635660563,0,0.399478782,0.725871914,0.265228536
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D0.971).xes,0.510452438,0.618153525,0,0.401194594,0.730996418,0.271879255
dementia_presence_ms_(C104-asymptomatic).xes,dementia_presence_ms_(C104-D1.000).xes,0.514418748,0.621305957,0,0.384586503,0.725438779,0.2294118
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.000).xes,0.9417819,1,1,0.851716097,0.777220071,0.609933373
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.029).xes,0.933741923,0.989389777,0,0.840991581,0.777941845,0.58081817
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.057).xes,0.925676671,0.972016372,0,0.836184053,0.787000242,0.570558348
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.086).xes,0.920688666,0.966081832,0,0.830519498,0.780468784,0.555292622
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.114).xes,0.917067488,0.957058537,0,0.823135826,0.781079063,0.528900655
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.143).xes,0.900119013,0.940182752,0,0.810027974,0.776862844,0.520989802
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.171).xes,0.901264274,0.934435407,0,0.810232888,0.784761006,0.511826856
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.200).xes,0.892638574,0.931044902,0,0.800915481,0.777700178,0.515287005
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.229).xes,0.883146339,0.920057351,0,0.800415759,0.782712247,0.478581151
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.257).xes,0.888693298,0.917687638,0,0.791747162,0.784574978,0.478219049
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.286).xes,0.873157786,0.890842622,0,0.779956934,0.788859758,0.432219593
forgetfulness_(C104-asymptomatic).xes,forgetfulness_(C104-D0.314).xes,0.869205492,0.88931024,0,0.768205264,0.781784806,0.446174398
